stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.76,0,1.14,3.42,0,0,0.57
3dpf,0.91,0,2.85,14.62,0,0,4.03
5dpf,1.03,0,1.03,20.47,0.33,0,4.52
10dpf,1.24,0.58,0,12.43,0,0.97,2.31
