stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,7163.52,190.64,60.45,0,1608.28,74.74,0,58.32,3461.35,2141.48
12hpf,10722.29,309.84,117.13,338.18,2775.43,370.19,10.35,136.25,4664.03,2938.67
14hpf,3843.67,50.8,227.74,197.98,807.54,109.86,37.83,68.15,1240.17,650.29
16hpf,3819.82,143.21,150.93,151.67,1040.97,95.11,79.55,81.22,1240.7,844.28
19hpf,5882.33,40.29,39.44,90.69,655.53,76.21,57.79,27.14,340.13,644.71
24hpf,6230.47,41.91,459.83,207.85,1542.73,210.56,57.8,14.48,385.66,569.64
2dpf,2714.42,23.91,181.71,259.03,2123.22,449.17,87.91,17.51,260.28,441.07
3dpf,2101.55,26.74,15.59,26.97,48.39,140.68,9.16,0,24.85,30.55
5dpf,352.92,5.41,192,70.45,277.88,349.02,23.79,13.68,136.92,186.07
10dpf,250.37,1.96,70.21,3.47,0,16.02,0.37,0,2.16,4.75
