stage,central_nervous_system,mesenchyme,notochord,paraxial_mesoderm,periderm
12hpf,0,1.87,2.05,0,0
16hpf,0,0,0,0,3.34
2dpf,0,0,0,0.54,1.32
3dpf,0.45,0,0,0,0
5dpf,0,0,0.35,0,0
