stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,0,0,0,2.12,0
3dpf,1.54,0,0.32,0,0
5dpf,0,0,0.62,0,0
10dpf,0.66,0.45,0,0,0.55
