stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,0.5,0,0,0,0.71,0
3dpf,31.43,0,0,0.39,5.3,0.66
5dpf,1.59,0.44,0.78,0.44,10.95,4.31
10dpf,20.16,0,0,0,7.58,1.6
