stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.86,0,0,0.83,4.85,0,1.49,6.12
3dpf,9.34,0.37,0,0,2.34,0,0,0
5dpf,1.17,0,0.42,0,2.94,0.95,1.66,4.2
10dpf,4.35,0,0,0,1.23,0,0,0.54
