stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,periderm
2dpf,2.08,0,0,0,0
3dpf,1.39,0,0.59,0.84,0
5dpf,1.76,0.77,0.83,2.32,1.41
10dpf,1.7,9.66,0,0.96,0
