stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm
24hpf,0,0,0.85,0,0
2dpf,0,0,8.69,0,0
3dpf,0.47,0,0,0.37,0
5dpf,0,0,69.24,1.01,0
10dpf,0,0.74,128.21,0,1.22
