stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.82,0,0.59,0,0,0,0
3dpf,1.44,0.42,0,0.29,0,0,0.56
5dpf,1.03,0,0,2.33,1.12,1.86,4.93
10dpf,5.06,0,0,0,0,4.91,1.18
