stage,central_nervous_system,endoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.46,0,0,1.02,0,0.51
3dpf,0.66,0,0,0,0.29,0
5dpf,1.18,0,1.86,0,0.32,1.72
10dpf,0,0.49,0,0,0,0
