stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,4.18,0,0,0,0
3dpf,3.41,0.52,0,2.37,0,0,0.35,0.41
5dpf,1.38,0,0.66,2.1,0,0.51,0,0.33
10dpf,0.76,0,0,1.05,0.39,0,0.77,0.83
