stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,7.17,0.98,0,0,0,0,0,0,0
3dpf,37.63,0,0,0,1.23,0,0,0,0.59
5dpf,7.61,0,0.49,1.39,8.63,0.43,0.35,0.87,0.31
10dpf,22.36,1.29,2.08,0,0.93,0,0,0.4,0
