stage,central_nervous_system,endoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0.91
3dpf,1.99,0,0.43,0.42,0
5dpf,0.75,0,1.21,0,0
10dpf,4.67,0.67,1.97,0,0
