stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,2.01,0,0.85,0,2.25,0.86,0
3dpf,0.34,0.71,0,0,1.73,0,0.93
5dpf,0,0,2.6,0,1.9,0,1.04
10dpf,0,0.42,4.02,1.6,2.74,0,1.89
