stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.49,0.47,0,0,0,0
5dpf,0,0,0.37,0.93,0,0.49
10dpf,0.59,0,0,0,0.51,0.74
