stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,3.6,2.05,2.42,0,0
3dpf,2.75,0,0.79,0,0
5dpf,0,0.48,1.39,0.71,1.3
