stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0,0,0.51,0.72,1.33
3dpf,1.36,0,0.8,0.53,0
5dpf,1.37,0.61,0.76,0.39,3.24
10dpf,10.88,0,0,0.4,5.14
