stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,5.32,0,0
3dpf,0.34,12.54,0.3,0
5dpf,0,15.68,0.6,0
10dpf,0,2.32,0,1.54
