stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,periderm
3dpf,43.54,0,0,0,0,0
5dpf,3.11,0,0.61,0.61,0.87,0.74
10dpf,25.86,0.82,1.21,0,0,0
