stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
3dpf,0.3,0,0,0,0,0
5dpf,0.94,7.83,0.32,4.59,0.45,1.48
10dpf,2.04,0,0,0,0,0
