stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.96,0,0,0,0.91,0,0
3dpf,0,2.07,0,0,0,0,0
5dpf,0,0.79,0,0.87,0,1.07,0.62
10dpf,3.36,28.78,0.69,0.58,4.02,0,0
