stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,2.45,0,0,0.85,0,1
3dpf,5.2,0,0,0.3,3.08,0
5dpf,0.79,0.4,0,0.79,3.89,1.75
10dpf,2.5,0,0.8,1.28,4.41,0.53
