stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,0,1.37
3dpf,3.83,0,0,0.44,1.44,0,0,0,0.99
5dpf,0.3,0,0.74,0.48,5.62,0.9,0.47,0,5.34
10dpf,16.96,2.25,8.72,1.25,4.54,1.68,0,2.85,0.86
