stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,0,0,0,1.95
24hpf,0,0,0,0,0,0,0,0.88
2dpf,8.73,0,0,0.66,3.15,0,0.56,38.33
3dpf,17.07,5.69,0.64,0,3.24,0,0,29.82
5dpf,26.45,6.82,1.52,0,4.96,0.29,0.79,94.29
10dpf,12.39,5.58,1.74,0.63,1.99,0,1.54,50.28
