stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.54,0,0.73,2.09,0,0.55,1.76
3dpf,6.04,0.86,0,2.59,0,0,0
5dpf,0,0,0,0.81,0,0.66,0.99
10dpf,3.52,0,0.61,2.39,1.19,0,0.76
