stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
10hpf,9.54,0,0,0,0,0,0,0
12hpf,0,0,0,0,0,0,0,2.08
14hpf,2.35,0,0,0,0,0,0,2.56
16hpf,0,0,0,0,0,0,0,2.45
19hpf,0,0,0,0,0,0,0,2.81
24hpf,0,0.85,0,0,0,0,0,0.89
2dpf,17.78,0.9,12.25,1.14,1.86,0,0,37.11
3dpf,10.63,0.97,0.34,0.72,0,0,0.59,22.81
5dpf,21.81,2.71,5.7,4.5,1.78,0.59,0.66,56.96
10dpf,14.25,6.82,1.51,2.12,1.38,0,0,20.73
