stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,1.21,0,4.01,0.64,0,0.6
3dpf,0,0,0.41,0.66,17.19,0,0.34,2.99
5dpf,3.32,0.73,2.93,1.78,60.81,0,4.77,64.03
10dpf,4.65,0.4,3.39,0,10.3,0,39.11,1.58
