stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
3dpf,0,0,0,0,0.66,0,0
10dpf,24.48,1.32,1.14,0.93,3.25,0.73,3.02
