stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
3dpf,2.04,4.95,0.36,1.32,0.45,0,0,0
5dpf,1.53,3.38,2.35,1.07,0.39,0.42,0.69,0.7
10dpf,3.68,6.51,0.42,0.87,0,0,0,0
