stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0.79,0,0,0
3dpf,22.38,0,1.05,0.78
5dpf,0.58,0.47,1.05,0.79
10dpf,0,1.09,0.53,0
