stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,0,0,0.76,0,0
3dpf,0,0,0,0,0,0.34
5dpf,0.44,0,1.22,0.76,0.89,0.63
10dpf,0.94,0.45,1.86,0,0,0
