stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
3dpf,0.69,0,0,0,0,0,0,21.97
5dpf,1.64,1.25,0,0.51,2.17,0.43,0,228.17
10dpf,12.46,1.53,0.45,0,0.63,0,0.61,144.78
