stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
24hpf,0.87,0,0,0,0,0,0,0,0
2dpf,10.9,0,2.27,2.89,6.48,3.45,0.51,1.82,0
3dpf,60.63,0,0.77,0,4.05,0,0,0.63,0
5dpf,2.26,0.85,0,0,5.7,0.33,0,0.84,0.37
10dpf,28.91,0,0,0,2.3,0,0,0,0
