stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
14hpf,0,4.12,0,0,0,0,0,0,5.78
16hpf,2.68,0,0,0,0,0,0,0,0
19hpf,0,0,0,0,0,0,0,0,11.78
2dpf,10.41,0,0,5.1,0,1.52,0,1.53,29.66
3dpf,28.16,1.74,0.37,5.36,0.48,1.41,0,0,6.21
5dpf,16.21,1.29,1.01,40.72,0,7.8,0.46,2.02,12.79
10dpf,25.07,12.67,1.07,51.58,0.53,5.76,0,1,9.03
