stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,1.83,0,0,2.02,0,0,1.97
3dpf,6.45,0,0.54,1.95,0,0,1.06
5dpf,0,0.59,0.35,0,0.6,0.48,0
10dpf,3.41,0,0,0.65,0,0,0
