stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0.48,0.84,0,1.88
3dpf,5.65,0,0,0,4.59,0.76,0.93
5dpf,0,0.35,1.94,0.41,2.84,0,0.29
10dpf,1.58,0,1.21,0,2.2,0.65,2.37
