stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
12hpf,2.02,0,0,0,0,0,0,6.7,0
16hpf,0,0,0,0,0,0,0,3.46,0
24hpf,2.13,0.94,0,0,0,0,0,0,4.2
2dpf,2.26,1.8,2.52,19.89,10.74,7.49,0,4.54,22.11
3dpf,11.86,0.54,2.15,0.52,6.72,0.32,0,0,0.66
5dpf,6.65,0,1.43,0.51,18.77,2.82,0.31,1.44,14.32
10dpf,10.09,0,1.41,0.53,4.06,0.38,0,1.35,2.27
