stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,168.03,0,0,0,45.23,8.84,0,0,8.38,39.3
12hpf,441.48,8.69,0,8.54,104.76,23.99,0,5.86,153.78,93.7
14hpf,294.7,0,15.5,8.28,44.49,10.83,0,0,100.73,41.08
16hpf,435.47,15.44,24.2,11.8,144.49,32,12.93,13.09,159.42,86.7
19hpf,466.6,3.58,2.84,0,26.3,5.79,5.54,2.85,17.84,18.01
24hpf,737.98,6.91,23.1,7.15,216.3,45.63,7.36,1.31,39.96,64.12
2dpf,589.07,11.45,33.26,43.34,310.6,241.85,26.85,2.48,87.63,83.18
3dpf,490.97,6,3.75,7.56,13.51,93.59,6.81,0,6.74,14.48
5dpf,107.82,8.77,36.22,35.95,45.85,233.02,19.82,6.31,44.2,106.17
10dpf,332.91,12.59,34.93,32.81,17.6,198.74,12.82,0,22.62,20.17
