stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,0,0,1.14,0.94,0,0,0
3dpf,2.03,0,0,4.43,0.41,0,0
5dpf,1.84,1.79,0.51,7.95,0,0.51,1.23
10dpf,7.11,0.87,0,4.84,0,0,0
