stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,12.27,0,0,2.52,2.49,0,1,3.42
3dpf,180.12,0,0,0,6.37,0,0.55,0
5dpf,8.22,1.5,0.91,1.66,7.97,0.86,1.82,5.1
10dpf,55.54,0,0,0,1.28,0,0,0
