stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,periderm
3dpf,8.22,0,0,0,0,0,0
5dpf,2.38,0.6,1.61,0.46,0.98,0.43,0
10dpf,21.02,0,0,0.96,0,0,0.41
