stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.82,0,0,0
3dpf,1.06,0.36,0,0
5dpf,0,0.45,0,1.24
10dpf,1.65,0,1.03,0.4
