stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,1.72,0.53,11.3,28.11,0
3dpf,1.81,0,0.37,14.8,0
5dpf,0,11.83,4.83,28.2,0.35
10dpf,0,0,0.46,6.13,0
