stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,435.28,10.43,10.64,0,113.09,8.84,0,0,283.6,137.12
12hpf,928.39,20.47,6.18,12.75,205.26,49.86,0,28.76,440.71,296.32
14hpf,159.74,5.19,8.39,3.04,43.81,7.98,0,2.4,83.5,53.64
16hpf,310.4,15.04,7.91,16,98.88,32.78,8.52,4.25,148.15,131.84
19hpf,230.92,0,0,3.08,15.38,1.52,1.54,5,12.35,19.58
24hpf,189.19,0.82,7.18,7.04,44.46,18.61,7.63,0.89,28.76,26.45
2dpf,367.13,0.49,13.83,27.72,117.06,210.9,35.83,5.48,66.29,102.91
3dpf,720.59,8.67,8.06,13.35,9.28,166.62,8.85,0,12.26,21.9
5dpf,101.35,7.46,44.53,34.99,26.04,225.67,26.6,10.67,39.74,138.33
10dpf,267.06,10.5,14.55,21.39,4.63,94.61,1.89,0,6.79,14.92
