stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,1.78,0,0.72,0.54,1.21,0.54,0.78,0.66
3dpf,0.74,0.47,0.84,0,0,0,0,0
5dpf,0,0,0.3,0,1.32,0,0,1.06
10dpf,1.32,0.79,0.39,0,0,0,0,0.69
