stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,3.51,0,0,0.55,0,0
5dpf,0,10.21,1.35,12.5,1.93,0.74
10dpf,2.31,30.27,3.13,6.66,0.66,0
