stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,1.93,0,0,0,0,0,0,0,0
24hpf,4.04,0,0,0,0,0,0,0,0
2dpf,63.1,0,9.98,9.24,15.54,1.69,1.88,3.58,6.39
3dpf,424.21,0.48,7.51,0.62,11,0,0,0.98,0
5dpf,18.7,2.06,25.67,1.62,21.35,1.53,0.35,1.63,5.24
10dpf,211.28,1.14,12.45,0.44,6.14,0,0,2.15,0.96
