stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,periderm
2dpf,0,0,0.64,1.94
3dpf,3.09,0,0,0
5dpf,2.16,1.01,0.65,1.12
10dpf,2.4,3.28,0.59,0
