stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,4.28,2.36,4.57,0.49,3.39,0.56
5dpf,0.52,0.34,1.95,0,0,1.06
10dpf,0.63,0,1.05,0,0,0
