stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,periderm
2dpf,2.21,0,1.4,1.28,0
3dpf,2.4,0,1.06,0.55,0.52
5dpf,1.98,0,1.87,0,2.07
10dpf,0,0.56,2.32,0,0
