stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,12.42
12hpf,0,0,0,0,0,0,0,8.3,0,0
14hpf,0,0,0,0,0,0,0,3.44,0,0
16hpf,3.74,5.96,0,1.64,0,0,1.63,5.17,3.33,10.78
19hpf,11.54,0,0,3.36,0,0,0,0,0,2.39
24hpf,3.58,0,1.95,0.87,0.86,0.95,4.47,0,2.59,5.45
2dpf,120.98,1.86,12.79,15.99,55.63,89.61,32.65,2.51,21.19,79.53
3dpf,421.84,4.39,3.8,5.19,8,101.85,2.37,0,6.92,19.63
5dpf,61.84,7.72,13.45,29.62,15.49,117.55,14.65,3.3,20.1,74.64
10dpf,323.69,23.12,13.62,16.54,9.64,85.66,8.4,0,5.22,29.73
