stage,central_nervous_system,mesenchyme,notochord,periderm
12hpf,0,0,11.78,0
2dpf,0,0,1.12,0.55
3dpf,1.71,0.36,0,0
5dpf,0,0.46,1.49,0
10dpf,0.67,0,0,0
