stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
3dpf,5.65,0,1.02,0,0
5dpf,0.69,0.95,0.84,0.61,0.46
10dpf,3.05,0,0,0,0
