stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,0,0,0,0,0,0,0,3.22
2dpf,2.14,0,0,1.6,0,1.32,0,7.61
3dpf,1.54,0,0,0,0,1.65,0,3.09
5dpf,2.71,0,0.51,0.55,0.82,1.7,0.38,15.28
10dpf,2.02,0.63,1.95,0,0,1.08,0,8.03
