stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0,0,0.72,0
3dpf,1.12,0,0,0.38,0,0
5dpf,0.9,3.68,0.73,0.38,0,0.66
10dpf,0.39,1.73,0,0.5,0,0
