stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,9.23,0,0,0,0,0,0,0,0,0
24hpf,24.15,0,0,0,0,0,0,0,0,5.41
2dpf,29.52,0,1.15,0.51,7.3,2.59,0,0,1.96,4.27
3dpf,849.28,1.82,3,1.13,11.1,26.05,0,0,0.3,11.46
5dpf,9.13,0,1.67,5.18,37.16,35.33,2.34,1.05,3.45,30.04
10dpf,172.87,0,0.45,1.46,3.25,5.37,0,0,0,2.19
