stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,3.47,1.07,0,0,0
3dpf,55.81,0.52,0,0,11.87,0,0
5dpf,2.88,0.64,2.48,0,5.52,0.64,0.92
10dpf,38.71,0,0.59,1.36,4.06,0,0.52
