stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,126.44,0,0,0,0,0,0,0,8.69,0
12hpf,109.1,0,0,2.04,1.79,1.84,3.89,10.51,16.39,53.24
14hpf,36.29,0,5.48,7.06,4.6,0,0,0,7.46,16.41
16hpf,31.63,1.77,7.08,0,13.95,8.12,0,2.33,16.34,19.58
19hpf,51.87,0,0,8.62,0,1.88,1.5,1.56,1.83,11.84
24hpf,42.13,0,2.08,0.93,4.39,2.12,6.71,0,14.98,9.58
2dpf,299.57,5.11,18.57,35,74.58,140.28,22.39,0.49,55.11,58.93
3dpf,479.99,13.89,7.98,12.69,13.58,135.44,6.55,0,8.66,22.14
5dpf,92.75,9.03,40.97,41.46,16.28,166.29,19.09,6.35,25.67,89.12
10dpf,317.51,23.65,43.86,31.3,13.31,174.04,14.45,0.97,31.84,34.66
