stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,5.44,0,0.58,1.24,0.66,0
3dpf,8.09,0.44,0,1.52,0,0
5dpf,0.51,0.5,0,0,0,0
10dpf,0,0.41,0,1.24,0,0.6
