stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0,2.96,0,0,0,0,0,1.85
3dpf,14.11,0.9,0,0,1.9,0,0,0.88
5dpf,5.75,0.34,4.46,0.45,3.84,0.67,0.82,43.47
10dpf,3.81,0.99,3.65,4.87,0.44,1.28,0,5.02
