stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.39,0,3.17,3.89,0,2.37,0
3dpf,1.11,0,1.35,4.84,0,0.34,0
5dpf,0.48,0.62,1.29,11.92,0,1.59,0.57
10dpf,2.45,0,2.43,3.09,1.22,0.93,0
