stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
14hpf,0,0,0,0,0,0,2.37
16hpf,0,1.85,0,0,0,0,0
24hpf,0,1.35,0,0,0,0,1.73
2dpf,6.54,0,0.62,0,0,1.88,78.16
3dpf,3.52,1.42,0,0.73,0.42,1.88,36.92
5dpf,1.32,0,5.76,0,0,3.34,145.4
10dpf,2.77,0,0,0,0,1.08,28.21
