stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
2dpf,0.79,0,1.49,2.92,0
3dpf,0.39,0,0,34.41,0.41
5dpf,0,0.85,0,4.45,0
10dpf,0,0,0,19.57,0
