stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,15.69,1.83,1.81,3.71,3.09,1.39
3dpf,21.97,0,0,1.23,0.33,0
5dpf,1.03,0,0.33,4.14,0,0
10dpf,19.22,0,0,1.88,0,0.61
